date,province,city,category,commodity,price,usdprice,priceflag,pricetype
15/09/2018,KHYBER PAKHTUNKHWA,Peshawar,milk and dairy,Milk,91.67,0.7378,actual,Retail
15/09/2018,KHYBER PAKHTUNKHWA,Peshawar,non-food,Fuel (diesel),107.10,0.862,actual,Retail
15/09/2018,KHYBER PAKHTUNKHWA,Peshawar,non-food,Fuel (petrol-gasoline),93.27,0.7507,actual,Retail
15/09/2018,KHYBER PAKHTUNKHWA,Peshawar,non-food,"Wage (non-qualified labour, non-agricultural)",600.00,4.8293,actual,Retail
15/09/2018,KHYBER PAKHTUNKHWA,Peshawar,oil and fats,Ghee (artificial),192.00,1.5454,actual,Retail
15/09/2018,KHYBER PAKHTUNKHWA,Peshawar,oil and fats,Oil (cooking),194.00,1.5615,actual,Retail
15/09/2018,KHYBER PAKHTUNKHWA,Peshawar,pulses and nuts,Lentils (moong),105.42,0.8485,actual,Retail
15/09/2018,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",74.82,0.6022,actual,Retail
15/09/2018,PUNJAB,Lahore,cereals and tubers,Rice (coarse),57.00,0.4588,actual,Retail
15/09/2018,PUNJAB,Lahore,cereals and tubers,Wheat,34.00,0.2737,actual,Retail
15/09/2018,PUNJAB,Lahore,cereals and tubers,Wheat flour,38.56,0.3104,actual,Retail
15/09/2018,PUNJAB,Lahore,"meat, fish and eggs",Eggs,89.75,0.7224,actual,Retail
15/09/2018,PUNJAB,Lahore,"meat, fish and eggs",Poultry,101.50,0.817,actual,Retail
15/09/2018,PUNJAB,Lahore,milk and dairy,Milk,77.20,0.6214,actual,Retail
15/09/2018,PUNJAB,Lahore,miscellaneous food,Sugar,55.89,0.4498,actual,Retail
15/09/2018,PUNJAB,Lahore,non-food,Fuel (diesel),106.92,0.8606,actual,Retail
15/09/2018,PUNJAB,Lahore,non-food,Fuel (petrol-gasoline),94.19,0.7581,actual,Retail
15/09/2018,PUNJAB,Lahore,non-food,"Wage (non-qualified labour, non-agricultural)",831.25,6.6906,actual,Retail
15/09/2018,PUNJAB,Lahore,oil and fats,Oil (cooking),192.00,1.5454,actual,Retail
15/09/2018,PUNJAB,Lahore,pulses and nuts,Beans(mash),157.14,1.2648,actual,Retail
15/09/2018,PUNJAB,Lahore,pulses and nuts,Lentils (masur),133.93,1.078,actual,Retail
15/09/2018,PUNJAB,Lahore,pulses and nuts,Lentils (moong),123.93,0.9975,actual,Retail
15/09/2018,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",87.50,0.7043,actual,Retail
15/09/2018,PUNJAB,Multan,cereals and tubers,Rice (coarse),51.25,0.4125,actual,Retail
15/09/2018,PUNJAB,Multan,cereals and tubers,Wheat,32.56,0.2621,actual,Retail
15/09/2018,PUNJAB,Multan,"meat, fish and eggs",Eggs,93.33,0.7512,actual,Retail
15/09/2018,PUNJAB,Multan,milk and dairy,Milk,83.33,0.6707,actual,Retail
15/09/2018,PUNJAB,Multan,miscellaneous food,Sugar,53.13,0.4276,actual,Retail
15/09/2018,PUNJAB,Multan,non-food,Fuel (diesel),107.06,0.8617,actual,Retail
15/09/2018,PUNJAB,Multan,non-food,Fuel (petrol-gasoline),93.50,0.7526,actual,Retail
15/09/2018,PUNJAB,Multan,non-food,"Wage (non-qualified labour, non-agricultural)",600.00,4.8293,actual,Retail
15/09/2018,PUNJAB,Multan,oil and fats,Oil (cooking),196.00,1.5776,actual,Retail
15/09/2018,PUNJAB,Multan,pulses and nuts,Beans(mash),119.17,0.9592,actual,Retail
15/09/2018,PUNJAB,Multan,pulses and nuts,Lentils (moong),100.00,0.8049,actual,Retail
15/09/2018,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",83.05,0.6685,actual,Retail
15/09/2018,SINDH,Karachi,cereals and tubers,Rice (coarse),53.73,0.4325,actual,Retail
15/09/2018,SINDH,Karachi,cereals and tubers,Wheat,37.50,0.3018,actual,Retail
15/09/2018,SINDH,Karachi,cereals and tubers,Wheat flour,43.89,0.3533,actual,Retail
15/09/2018,SINDH,Karachi,"meat, fish and eggs",Eggs,96.51,0.7768,actual,Retail
15/09/2018,SINDH,Karachi,"meat, fish and eggs",Poultry,122.31,0.9845,actual,Retail
15/09/2018,SINDH,Karachi,milk and dairy,Milk,94.19,0.7581,actual,Retail
15/09/2018,SINDH,Karachi,miscellaneous food,Sugar,55.20,0.4443,actual,Retail
15/09/2018,SINDH,Karachi,non-food,Fuel (diesel),107.06,0.8617,actual,Retail
15/09/2018,SINDH,Karachi,non-food,Fuel (petrol-gasoline),93.27,0.7507,actual,Retail
15/09/2018,SINDH,Karachi,non-food,"Wage (non-qualified labour, non-agricultural)",815.00,6.5598,actual,Retail
15/09/2018,SINDH,Karachi,oil and fats,Ghee (artificial),194.40,1.5647,actual,Retail
15/09/2018,SINDH,Karachi,oil and fats,Oil (cooking),196.40,1.5808,actual,Retail
15/09/2018,SINDH,Karachi,pulses and nuts,Beans(mash),122.31,0.9845,actual,Retail
15/09/2018,SINDH,Karachi,pulses and nuts,Lentils (masur),99.86,0.8038,actual,Retail
15/09/2018,SINDH,Karachi,pulses and nuts,Lentils (moong),119.23,0.9597,actual,Retail
15/10/2018,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",87.50,0.6625,actual,Retail
15/10/2018,BALOCHISTAN,Quetta,cereals and tubers,Rice (coarse),50.00,0.3786,actual,Retail
15/10/2018,BALOCHISTAN,Quetta,cereals and tubers,Wheat,35.00,0.265,actual,Retail
15/10/2018,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,41.00,0.3104,actual,Retail
15/10/2018,BALOCHISTAN,Quetta,"meat, fish and eggs",Eggs,118.75,0.8991,actual,Retail
15/10/2018,BALOCHISTAN,Quetta,"meat, fish and eggs",Poultry,165.00,1.2493,actual,Retail
15/10/2018,BALOCHISTAN,Quetta,milk and dairy,Milk,95.00,0.7193,actual,Retail
15/10/2018,BALOCHISTAN,Quetta,non-food,Fuel (diesel),106.87,0.8092,actual,Retail
15/10/2018,BALOCHISTAN,Quetta,non-food,Fuel (petrol-gasoline),93.14,0.7052,actual,Retail
15/10/2018,BALOCHISTAN,Quetta,non-food,"Wage (non-qualified labour, non-agricultural)",700.00,5.3002,actual,Retail
15/10/2018,BALOCHISTAN,Quetta,oil and fats,Ghee (artificial),186.00,1.4083,actual,Retail
15/10/2018,BALOCHISTAN,Quetta,oil and fats,Oil (cooking),186.00,1.4083,actual,Retail
15/10/2018,BALOCHISTAN,Quetta,pulses and nuts,Beans(mash),196.25,1.486,actual,Retail
15/10/2018,BALOCHISTAN,Quetta,pulses and nuts,Lentils (moong),147.50,1.1168,actual,Retail
15/10/2018,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",82.46,0.6244,actual,Retail
15/10/2018,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Rice (coarse),60.00,0.4543,actual,Retail
15/10/2018,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat,35.75,0.2707,actual,Retail
15/10/2018,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,39.75,0.301,actual,Retail
15/10/2018,KHYBER PAKHTUNKHWA,Peshawar,"meat, fish and eggs",Eggs,110.83,0.8392,actual,Retail
15/10/2018,KHYBER PAKHTUNKHWA,Peshawar,"meat, fish and eggs",Poultry,153.00,1.1585,actual,Retail
15/10/2018,KHYBER PAKHTUNKHWA,Peshawar,milk and dairy,Milk,91.67,0.6941,actual,Retail
15/10/2018,KHYBER PAKHTUNKHWA,Peshawar,non-food,Fuel (diesel),107.10,0.8109,actual,Retail
15/10/2018,KHYBER PAKHTUNKHWA,Peshawar,non-food,Fuel (petrol-gasoline),93.27,0.7062,actual,Retail
15/10/2018,KHYBER PAKHTUNKHWA,Peshawar,non-food,"Wage (non-qualified labour, non-agricultural)",600.00,4.543,actual,Retail
15/10/2018,KHYBER PAKHTUNKHWA,Peshawar,oil and fats,Ghee (artificial),192.00,1.4538,actual,Retail
15/10/2018,KHYBER PAKHTUNKHWA,Peshawar,pulses and nuts,Beans(mash),120.84,0.915,actual,Retail
15/10/2018,KHYBER PAKHTUNKHWA,Peshawar,pulses and nuts,Lentils (masur),90.00,0.6815,actual,Retail
15/10/2018,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",74.90,0.5671,actual,Retail
15/10/2018,PUNJAB,Lahore,cereals and tubers,Rice (coarse),57.00,0.4316,actual,Retail
15/10/2018,PUNJAB,Lahore,cereals and tubers,Wheat,34.75,0.2631,actual,Retail
15/10/2018,PUNJAB,Lahore,cereals and tubers,Wheat flour,39.25,0.2972,actual,Retail
15/10/2018,PUNJAB,Lahore,"meat, fish and eggs",Eggs,107.00,0.8102,actual,Retail
15/10/2018,PUNJAB,Lahore,"meat, fish and eggs",Poultry,138.50,1.0487,actual,Retail
15/10/2018,PUNJAB,Lahore,milk and dairy,Milk,77.20,0.5845,actual,Retail
15/10/2018,PUNJAB,Lahore,miscellaneous food,Sugar,56.64,0.4289,actual,Retail
15/10/2018,PUNJAB,Lahore,non-food,Fuel (diesel),106.92,0.8096,actual,Retail
15/10/2018,PUNJAB,Lahore,non-food,Fuel (petrol-gasoline),94.19,0.7132,actual,Retail
15/10/2018,PUNJAB,Lahore,non-food,"Wage (non-qualified labour, non-agricultural)",850.00,6.436,actual,Retail
15/10/2018,PUNJAB,Lahore,oil and fats,Ghee (artificial),188.00,1.4235,actual,Retail
15/10/2018,PUNJAB,Lahore,oil and fats,Oil (cooking),192.00,1.4538,actual,Retail
15/10/2018,PUNJAB,Lahore,pulses and nuts,Beans(mash),157.00,1.1888,actual,Retail
15/10/2018,PUNJAB,Lahore,pulses and nuts,Lentils (masur),133.93,1.0141,actual,Retail
15/10/2018,PUNJAB,Lahore,pulses and nuts,Lentils (moong),123.93,0.9384,actual,Retail
15/10/2018,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",87.50,0.6625,actual,Retail
15/10/2018,PUNJAB,Multan,cereals and tubers,Rice (coarse),49.38,0.3739,actual,Retail
15/10/2018,PUNJAB,Multan,cereals and tubers,Wheat,32.75,0.248,actual,Retail
15/10/2018,PUNJAB,Multan,cereals and tubers,Wheat flour,38.12,0.2887,actual,Retail
15/10/2018,PUNJAB,Multan,"meat, fish and eggs",Eggs,112.50,0.8518,actual,Retail
15/10/2018,PUNJAB,Multan,"meat, fish and eggs",Poultry,155.00,1.1736,actual,Retail
15/10/2018,PUNJAB,Multan,milk and dairy,Milk,83.33,0.631,actual,Retail
15/10/2018,PUNJAB,Multan,miscellaneous food,Sugar,52.50,0.3975,actual,Retail
15/10/2018,PUNJAB,Multan,non-food,Fuel (diesel),107.06,0.8106,actual,Retail
15/10/2018,PUNJAB,Multan,non-food,Fuel (petrol-gasoline),93.50,0.708,actual,Retail
15/10/2018,PUNJAB,Multan,non-food,"Wage (non-qualified labour, non-agricultural)",600.00,4.543,actual,Retail
15/10/2018,PUNJAB,Multan,oil and fats,Ghee (artificial),192.00,1.4538,actual,Retail
15/10/2018,PUNJAB,Multan,oil and fats,Oil (cooking),196.00,1.4841,actual,Retail
15/10/2018,PUNJAB,Multan,pulses and nuts,Beans(mash),120.00,0.9086,actual,Retail
15/10/2018,PUNJAB,Multan,pulses and nuts,Lentils (moong),101.25,0.7666,actual,Retail
15/10/2018,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",83.32,0.6309,actual,Retail
15/10/2018,SINDH,Karachi,cereals and tubers,Wheat,37.88,0.2868,actual,Retail
15/10/2018,SINDH,Karachi,cereals and tubers,Wheat flour,44.12,0.3341,actual,Retail
15/10/2018,SINDH,Karachi,"meat, fish and eggs",Eggs,113.59,0.8601,actual,Retail
15/10/2018,SINDH,Karachi,milk and dairy,Milk,94.19,0.7132,actual,Retail
15/10/2018,SINDH,Karachi,miscellaneous food,Sugar,54.60,0.4134,actual,Retail
15/10/2018,SINDH,Karachi,non-food,Fuel (diesel),107.06,0.8106,actual,Retail
15/10/2018,SINDH,Karachi,non-food,Fuel (petrol-gasoline),93.27,0.7062,actual,Retail
15/10/2018,SINDH,Karachi,non-food,"Wage (non-qualified labour, non-agricultural)",815.38,6.1738,actual,Retail
15/10/2018,SINDH,Karachi,oil and fats,Ghee (artificial),192.20,1.4553,actual,Retail
15/10/2018,SINDH,Karachi,oil and fats,Oil (cooking),194.20,1.4704,actual,Retail
15/10/2018,SINDH,Karachi,pulses and nuts,Beans(mash),120.19,0.91,actual,Retail
15/10/2018,SINDH,Karachi,pulses and nuts,Lentils (moong),119.62,0.9057,actual,Retail
15/11/2018,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",88.00,0.6574,actual,Retail
15/11/2018,BALOCHISTAN,Quetta,cereals and tubers,Rice (coarse),50.00,0.3735,actual,Retail
15/11/2018,BALOCHISTAN,Quetta,cereals and tubers,Wheat,35.00,0.2615,actual,Retail
15/11/2018,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,41.00,0.3063,actual,Retail
15/11/2018,BALOCHISTAN,Quetta,"meat, fish and eggs",Eggs,133.00,0.9936,actual,Retail
15/11/2018,BALOCHISTAN,Quetta,milk and dairy,Milk,95.00,0.7097,actual,Retail
15/11/2018,BALOCHISTAN,Quetta,non-food,Fuel (diesel),113.24,0.846,actual,Retail
15/11/2018,BALOCHISTAN,Quetta,non-food,Fuel (petrol-gasoline),98.14,0.7332,actual,Retail
15/11/2018,BALOCHISTAN,Quetta,non-food,"Wage (non-qualified labour, non-agricultural)",700.00,5.2293,actual,Retail
15/11/2018,BALOCHISTAN,Quetta,oil and fats,Ghee (artificial),186.40,1.3925,actual,Retail
15/11/2018,BALOCHISTAN,Quetta,oil and fats,Oil (cooking),188.40,1.4074,actual,Retail
15/11/2018,BALOCHISTAN,Quetta,pulses and nuts,Beans(mash),182.00,1.3596,actual,Retail
15/11/2018,BALOCHISTAN,Quetta,pulses and nuts,Lentils (moong),147.00,1.0982,actual,Retail
15/11/2018,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",82.50,0.6163,actual,Retail
15/11/2018,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Rice (coarse),59.33,0.4432,actual,Retail
15/11/2018,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat,36.00,0.2689,actual,Retail
15/11/2018,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,39.92,0.2982,actual,Retail
15/11/2018,KHYBER PAKHTUNKHWA,Peshawar,"meat, fish and eggs",Eggs,122.33,0.9139,actual,Retail
15/11/2018,KHYBER PAKHTUNKHWA,Peshawar,"meat, fish and eggs",Poultry,186.40,1.3925,actual,Retail
15/11/2018,KHYBER PAKHTUNKHWA,Peshawar,milk and dairy,Milk,91.67,0.6848,actual,Retail
15/11/2018,KHYBER PAKHTUNKHWA,Peshawar,miscellaneous food,Sugar,54.93,0.4104,actual,Retail
15/11/2018,KHYBER PAKHTUNKHWA,Peshawar,non-food,Fuel (diesel),113.40,0.8472,actual,Retail
15/11/2018,KHYBER PAKHTUNKHWA,Peshawar,non-food,Fuel (petrol-gasoline),98.24,0.7339,actual,Retail
15/11/2018,KHYBER PAKHTUNKHWA,Peshawar,non-food,"Wage (non-qualified labour, non-agricultural)",600.00,4.4823,actual,Retail
15/11/2018,KHYBER PAKHTUNKHWA,Peshawar,oil and fats,Ghee (artificial),192.00,1.4343,actual,Retail
15/11/2018,KHYBER PAKHTUNKHWA,Peshawar,pulses and nuts,Beans(mash),129.00,0.9637,actual,Retail
15/11/2018,KHYBER PAKHTUNKHWA,Peshawar,pulses and nuts,Lentils (masur),88.66,0.6623,actual,Retail
15/11/2018,KHYBER PAKHTUNKHWA,Peshawar,pulses and nuts,Lentils (moong),104.00,0.7769,actual,Retail
15/11/2018,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",74.82,0.5589,actual,Retail
15/11/2018,PUNJAB,Lahore,cereals and tubers,Rice (coarse),57.00,0.4258,actual,Retail
15/11/2018,PUNJAB,Lahore,cereals and tubers,Wheat flour,39.25,0.2932,actual,Retail
15/11/2018,PUNJAB,Lahore,"meat, fish and eggs",Eggs,112.80,0.8427,actual,Retail
15/11/2018,PUNJAB,Lahore,"meat, fish and eggs",Poultry,172.20,1.2864,actual,Retail
15/11/2018,PUNJAB,Lahore,milk and dairy,Milk,77.21,0.5768,actual,Retail
15/11/2018,PUNJAB,Lahore,miscellaneous food,Sugar,55.84,0.4172,actual,Retail
15/11/2018,PUNJAB,Lahore,non-food,Fuel (diesel),113.29,0.8463,actual,Retail
15/11/2018,PUNJAB,Lahore,non-food,Fuel (petrol-gasoline),99.19,0.741,actual,Retail
15/11/2018,PUNJAB,Lahore,non-food,"Wage (non-qualified labour, non-agricultural)",850.00,6.3499,actual,Retail
15/11/2018,PUNJAB,Lahore,oil and fats,Ghee (artificial),194.40,1.4523,actual,Retail
15/11/2018,PUNJAB,Lahore,oil and fats,Oil (cooking),196.80,1.4702,actual,Retail
15/11/2018,PUNJAB,Lahore,pulses and nuts,Beans(mash),157.14,1.1739,actual,Retail
15/11/2018,PUNJAB,Lahore,pulses and nuts,Lentils (masur),133.93,1.0005,actual,Retail
15/11/2018,PUNJAB,Lahore,pulses and nuts,Lentils (moong),123.93,0.9258,actual,Retail
15/11/2018,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",87.50,0.6537,actual,Retail
15/11/2018,PUNJAB,Multan,cereals and tubers,Rice (coarse),48.50,0.3623,actual,Retail
15/11/2018,PUNJAB,Multan,cereals and tubers,Wheat,32.95,0.2462,actual,Retail
15/11/2018,PUNJAB,Multan,cereals and tubers,Wheat flour,37.50,0.2801,actual,Retail
15/11/2018,PUNJAB,Multan,"meat, fish and eggs",Eggs,119.50,0.8927,actual,Retail
15/11/2018,PUNJAB,Multan,"meat, fish and eggs",Poultry,185.00,1.382,actual,Retail
15/11/2018,PUNJAB,Multan,milk and dairy,Milk,83.33,0.6225,actual,Retail
15/11/2018,PUNJAB,Multan,miscellaneous food,Sugar,53.20,0.3974,actual,Retail
15/11/2018,PUNJAB,Multan,non-food,Fuel (diesel),113.90,0.8509,actual,Retail
15/11/2018,PUNJAB,Multan,non-food,Fuel (petrol-gasoline),98.80,0.7381,actual,Retail
15/11/2018,PUNJAB,Multan,non-food,"Wage (non-qualified labour, non-agricultural)",600.00,4.4823,actual,Retail
15/11/2018,PUNJAB,Multan,oil and fats,Ghee (artificial),193.60,1.4463,actual,Retail
15/11/2018,PUNJAB,Multan,oil and fats,Oil (cooking),199.20,1.4881,actual,Retail
15/11/2018,PUNJAB,Multan,pulses and nuts,Beans(mash),132.00,0.9861,actual,Retail
15/11/2018,PUNJAB,Multan,pulses and nuts,Lentils (moong),110.50,0.8255,actual,Retail
15/11/2018,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",84.65,0.6324,actual,Retail
15/11/2018,SINDH,Karachi,cereals and tubers,Rice (coarse),55.06,0.4113,actual,Retail
15/11/2018,SINDH,Karachi,cereals and tubers,Wheat,38.30,0.2861,actual,Retail
15/11/2018,SINDH,Karachi,cereals and tubers,Wheat flour,44.41,0.3318,actual,Retail
15/11/2018,SINDH,Karachi,"meat, fish and eggs",Eggs,127.68,0.9538,actual,Retail
15/11/2018,SINDH,Karachi,milk and dairy,Milk,94.19,0.7036,actual,Retail
15/11/2018,SINDH,Karachi,miscellaneous food,Sugar,55.06,0.4113,actual,Retail
15/11/2018,SINDH,Karachi,non-food,Fuel (diesel),113.38,0.847,actual,Retail
15/11/2018,SINDH,Karachi,non-food,Fuel (petrol-gasoline),98.24,0.7339,actual,Retail
15/11/2018,SINDH,Karachi,oil and fats,Ghee (artificial),193.60,1.4463,actual,Retail
15/11/2018,SINDH,Karachi,oil and fats,Oil (cooking),194.40,1.4523,actual,Retail
15/11/2018,SINDH,Karachi,pulses and nuts,Beans(mash),128.15,0.9573,actual,Retail
15/11/2018,SINDH,Karachi,pulses and nuts,Lentils (moong),122.62,0.916,actual,Retail
15/12/2018,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",85.00,0.6091,actual,Retail
15/12/2018,BALOCHISTAN,Quetta,cereals and tubers,Wheat,35.50,0.2544,actual,Retail
15/12/2018,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,41.00,0.2938,actual,Retail
15/12/2018,BALOCHISTAN,Quetta,"meat, fish and eggs",Eggs,135.00,0.9674,actual,Retail
15/12/2018,BALOCHISTAN,Quetta,milk and dairy,Milk,95.00,0.6807,actual,Retail
15/12/2018,BALOCHISTAN,Quetta,miscellaneous food,Sugar,56.00,0.4013,actual,Retail
15/12/2018,BALOCHISTAN,Quetta,non-food,Fuel (diesel),110.94,0.795,actual,Retail
15/12/2018,BALOCHISTAN,Quetta,non-food,Fuel (petrol-gasoline),95.83,0.6867,actual,Retail
15/12/2018,BALOCHISTAN,Quetta,non-food,"Wage (non-qualified labour, non-agricultural)",700.00,5.016,actual,Retail
15/12/2018,BALOCHISTAN,Quetta,oil and fats,Ghee (artificial),191.00,1.3686,actual,Retail
15/12/2018,BALOCHISTAN,Quetta,pulses and nuts,Beans(mash),180.00,1.2898,actual,Retail
15/12/2018,BALOCHISTAN,Quetta,pulses and nuts,Lentils (masur),121.25,0.8688,actual,Retail
15/12/2018,BALOCHISTAN,Quetta,pulses and nuts,Lentils (moong),147.50,1.0569,actual,Retail
15/12/2018,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",82.50,0.5912,actual,Retail
15/12/2018,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat,36.00,0.258,actual,Retail
15/12/2018,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,39.50,0.283,actual,Retail
15/12/2018,KHYBER PAKHTUNKHWA,Peshawar,"meat, fish and eggs",Poultry,169.50,1.2146,actual,Retail
15/12/2018,KHYBER PAKHTUNKHWA,Peshawar,milk and dairy,Milk,91.67,0.6569,actual,Retail
15/12/2018,KHYBER PAKHTUNKHWA,Peshawar,miscellaneous food,Sugar,56.83,0.4072,actual,Retail
15/12/2018,KHYBER PAKHTUNKHWA,Peshawar,non-food,Fuel (diesel),110.94,0.795,actual,Retail
15/12/2018,KHYBER PAKHTUNKHWA,Peshawar,non-food,Fuel (petrol-gasoline),95.83,0.6867,actual,Retail
15/12/2018,KHYBER PAKHTUNKHWA,Peshawar,non-food,"Wage (non-qualified labour, non-agricultural)",600.00,4.2994,actual,Retail
15/12/2018,KHYBER PAKHTUNKHWA,Peshawar,oil and fats,Ghee (artificial),192.00,1.3758,actual,Retail
15/12/2018,KHYBER PAKHTUNKHWA,Peshawar,oil and fats,Oil (cooking),194.00,1.3901,actual,Retail
15/12/2018,KHYBER PAKHTUNKHWA,Peshawar,pulses and nuts,Beans(mash),135.00,0.9674,actual,Retail
15/12/2018,KHYBER PAKHTUNKHWA,Peshawar,pulses and nuts,Lentils (moong),106.67,0.7644,actual,Retail
15/12/2018,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",74.82,0.5361,actual,Retail
15/12/2018,PUNJAB,Lahore,cereals and tubers,Rice (coarse),57.00,0.4084,actual,Retail
15/12/2018,PUNJAB,Lahore,cereals and tubers,Wheat,34.75,0.249,actual,Retail
15/12/2018,PUNJAB,Lahore,cereals and tubers,Wheat flour,39.25,0.2813,actual,Retail
15/12/2018,PUNJAB,Lahore,"meat, fish and eggs",Eggs,109.00,0.7811,actual,Retail
15/12/2018,PUNJAB,Lahore,milk and dairy,Milk,77.21,0.5533,actual,Retail
15/12/2018,PUNJAB,Lahore,miscellaneous food,Sugar,56.14,0.4023,actual,Retail
15/12/2018,PUNJAB,Lahore,non-food,Fuel (diesel),110.94,0.795,actual,Retail
15/12/2018,PUNJAB,Lahore,non-food,Fuel (petrol-gasoline),95.83,0.6867,actual,Retail
15/12/2018,PUNJAB,Lahore,non-food,"Wage (non-qualified labour, non-agricultural)",850.00,6.0908,actual,Retail
15/12/2018,PUNJAB,Lahore,oil and fats,Ghee (artificial),196.00,1.4045,actual,Retail
15/12/2018,PUNJAB,Lahore,oil and fats,Oil (cooking),198.00,1.4188,actual,Retail
15/12/2018,PUNJAB,Lahore,pulses and nuts,Beans(mash),157.14,1.126,actual,Retail
15/12/2018,PUNJAB,Lahore,pulses and nuts,Lentils (moong),123.93,0.888,actual,Retail
15/12/2018,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",87.50,0.627,actual,Retail
15/12/2018,PUNJAB,Multan,cereals and tubers,Rice (coarse),50.00,0.3583,actual,Retail
15/12/2018,PUNJAB,Multan,cereals and tubers,Wheat,33.00,0.2365,actual,Retail
15/12/2018,PUNJAB,Multan,cereals and tubers,Wheat flour,37.50,0.2687,actual,Retail
15/12/2018,PUNJAB,Multan,"meat, fish and eggs",Eggs,112.50,0.8061,actual,Retail
15/12/2018,PUNJAB,Multan,"meat, fish and eggs",Poultry,164.38,1.1779,actual,Retail
15/12/2018,PUNJAB,Multan,milk and dairy,Milk,83.33,0.5971,actual,Retail
15/12/2018,PUNJAB,Multan,non-food,Fuel (diesel),110.94,0.795,actual,Retail
15/12/2018,PUNJAB,Multan,non-food,Fuel (petrol-gasoline),95.83,0.6867,actual,Retail
15/12/2018,PUNJAB,Multan,non-food,"Wage (non-qualified labour, non-agricultural)",600.00,4.2994,actual,Retail
15/12/2018,PUNJAB,Multan,oil and fats,Ghee (artificial),197.00,1.4116,actual,Retail
15/12/2018,PUNJAB,Multan,oil and fats,Oil (cooking),206.00,1.4761,actual,Retail
15/12/2018,PUNJAB,Multan,pulses and nuts,Beans(mash),147.50,1.0569,actual,Retail
15/12/2018,PUNJAB,Multan,pulses and nuts,Lentils (masur),110.00,0.7882,actual,Retail
15/12/2018,PUNJAB,Multan,pulses and nuts,Lentils (moong),117.50,0.842,actual,Retail
15/12/2018,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",85.38,0.6118,actual,Retail
15/12/2018,SINDH,Karachi,cereals and tubers,Rice (coarse),56.04,0.4016,actual,Retail
15/12/2018,SINDH,Karachi,cereals and tubers,Wheat,38.50,0.2759,actual,Retail
15/12/2018,SINDH,Karachi,cereals and tubers,Wheat flour,44.73,0.3205,actual,Retail
15/12/2018,SINDH,Karachi,"meat, fish and eggs",Eggs,118.55,0.8495,actual,Retail
15/12/2018,SINDH,Karachi,"meat, fish and eggs",Poultry,179.55,1.2866,actual,Retail
15/12/2018,SINDH,Karachi,milk and dairy,Milk,94.19,0.6749,actual,Retail
15/12/2018,SINDH,Karachi,miscellaneous food,Sugar,55.32,0.3964,actual,Retail
15/12/2018,SINDH,Karachi,non-food,Fuel (diesel),110.94,0.795,actual,Retail
15/12/2018,SINDH,Karachi,non-food,Fuel (petrol-gasoline),95.83,0.6867,actual,Retail
15/12/2018,SINDH,Karachi,non-food,"Wage (non-qualified labour, non-agricultural)",935.00,6.6999,actual,Retail
15/12/2018,SINDH,Karachi,oil and fats,Ghee (artificial),196.00,1.4045,actual,Retail
15/12/2018,SINDH,Karachi,oil and fats,Oil (cooking),204.00,1.4618,actual,Retail
15/12/2018,SINDH,Karachi,pulses and nuts,Lentils (moong),126.35,0.9054,actual,Retail
15/01/2019,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",93.00,0.6702,actual,Retail
15/01/2019,BALOCHISTAN,Quetta,cereals and tubers,Wheat,36.00,0.2594,actual,Retail
15/01/2019,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,41.00,0.2955,actual,Retail
15/01/2019,BALOCHISTAN,Quetta,"meat, fish and eggs",Poultry,201.00,1.4484,actual,Retail
