date,province,city,category,commodity,price,usdprice,priceflag,pricetype
15/01/2004,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",20.00,0.3499,actual,Retail
15/01/2004,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,13.00,0.2274,actual,Retail
15/01/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",17.59,0.3076,actual,Retail
15/01/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,12.00,0.2099,actual,Retail
15/01/2004,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.15,0.335,actual,Retail
15/01/2004,PUNJAB,Lahore,cereals and tubers,Wheat flour,11.75,0.2056,actual,Retail
15/01/2004,PUNJAB,Multan,cereals and tubers,Wheat flour,12.00,0.2099,actual,Retail
15/01/2004,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",18.62,0.3258,actual,Retail
15/01/2004,SINDH,Karachi,cereals and tubers,Wheat flour,14.01,0.245,actual,Retail
15/02/2004,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",20.00,0.3486,actual,Retail
15/02/2004,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,13.00,0.2266,actual,Retail
15/02/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",17.00,0.2963,actual,Retail
15/02/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,12.21,0.2128,actual,Retail
15/02/2004,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.15,0.3338,actual,Retail
15/02/2004,PUNJAB,Lahore,cereals and tubers,Wheat flour,11.75,0.2048,actual,Retail
15/02/2004,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",19.00,0.3312,actual,Retail
15/02/2004,PUNJAB,Multan,cereals and tubers,Wheat flour,12.50,0.2179,actual,Retail
15/02/2004,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",18.62,0.3245,actual,Retail
15/02/2004,SINDH,Karachi,cereals and tubers,Wheat flour,14.56,0.2538,actual,Retail
15/03/2004,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",20.00,0.3489,actual,Retail
15/03/2004,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,14.25,0.2486,actual,Retail
15/03/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",17.00,0.2966,actual,Retail
15/03/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,12.50,0.2181,actual,Retail
15/03/2004,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.47,0.3397,actual,Retail
15/03/2004,PUNJAB,Lahore,cereals and tubers,Wheat flour,11.75,0.205,actual,Retail
15/03/2004,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",19.00,0.3315,actual,Retail
15/03/2004,PUNJAB,Multan,cereals and tubers,Wheat flour,12.82,0.2237,actual,Retail
15/03/2004,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",18.62,0.3248,actual,Retail
15/03/2004,SINDH,Karachi,cereals and tubers,Wheat flour,15.12,0.2639,actual,Retail
15/04/2004,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",21.00,0.3675,actual,Retail
15/04/2004,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,12.50,0.2187,actual,Retail
15/04/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",17.34,0.3033,actual,Retail
15/04/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,12.00,0.21,actual,Retail
15/04/2004,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.79,0.3463,actual,Retail
15/04/2004,PUNJAB,Lahore,cereals and tubers,Wheat flour,11.76,0.2058,actual,Retail
15/04/2004,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",19.00,0.3325,actual,Retail
15/04/2004,PUNJAB,Multan,cereals and tubers,Wheat flour,12.00,0.21,actual,Retail
15/04/2004,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",18.62,0.3258,actual,Retail
15/04/2004,SINDH,Karachi,cereals and tubers,Wheat flour,13.09,0.229,actual,Retail
15/05/2004,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",21.00,0.3647,actual,Retail
15/05/2004,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,13.25,0.2301,actual,Retail
15/05/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",17.50,0.3039,actual,Retail
15/05/2004,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.79,0.3436,actual,Retail
15/05/2004,PUNJAB,Lahore,cereals and tubers,Wheat flour,12.07,0.2096,actual,Retail
15/05/2004,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",19.00,0.3299,actual,Retail
15/05/2004,PUNJAB,Multan,cereals and tubers,Wheat flour,12.00,0.2084,actual,Retail
15/05/2004,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",18.62,0.3233,actual,Retail
15/05/2004,SINDH,Karachi,cereals and tubers,Wheat flour,14.94,0.2594,actual,Retail
15/06/2004,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",21.00,0.3645,actual,Retail
15/06/2004,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,13.40,0.2326,actual,Retail
15/06/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",17.58,0.3051,actual,Retail
15/06/2004,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.79,0.3435,actual,Retail
15/06/2004,PUNJAB,Lahore,cereals and tubers,Wheat flour,12.34,0.2141,actual,Retail
15/06/2004,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",19.00,0.3297,actual,Retail
15/06/2004,PUNJAB,Multan,cereals and tubers,Wheat flour,11.75,0.2039,actual,Retail
15/06/2004,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",18.62,0.3232,actual,Retail
15/06/2004,SINDH,Karachi,cereals and tubers,Wheat flour,14.15,0.2457,actual,Retail
15/07/2004,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",21.00,0.3608,actual,Retail
15/07/2004,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,13.60,0.2337,actual,Retail
15/07/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",17.86,0.3069,actual,Retail
15/07/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,12.60,0.2165,actual,Retail
15/07/2004,PUNJAB,Lahore,cereals and tubers,Wheat flour,12.66,0.2175,actual,Retail
15/07/2004,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",19.00,0.3265,actual,Retail
15/07/2004,PUNJAB,Multan,cereals and tubers,Wheat flour,12.50,0.2148,actual,Retail
15/07/2004,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",19.91,0.3421,actual,Retail
15/07/2004,SINDH,Karachi,cereals and tubers,Wheat flour,14.81,0.2545,actual,Retail
15/08/2004,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",22.50,0.3843,actual,Retail
15/08/2004,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,13.75,0.2348,actual,Retail
15/08/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",18.17,0.3103,actual,Retail
15/08/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,13.00,0.222,actual,Retail
15/08/2004,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",21.00,0.3587,actual,Retail
15/08/2004,PUNJAB,Lahore,cereals and tubers,Wheat flour,12.70,0.2169,actual,Retail
15/08/2004,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",19.00,0.3245,actual,Retail
15/08/2004,PUNJAB,Multan,cereals and tubers,Wheat flour,12.50,0.2135,actual,Retail
15/08/2004,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",20.77,0.3547,actual,Retail
15/08/2004,SINDH,Karachi,cereals and tubers,Wheat flour,14.97,0.2558,actual,Retail
15/09/2004,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",23.00,0.3906,actual,Retail
15/09/2004,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,13.75,0.2335,actual,Retail
15/09/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",18.17,0.3086,actual,Retail
15/09/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,13.00,0.2208,actual,Retail
15/09/2004,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",21.00,0.3567,actual,Retail
15/09/2004,PUNJAB,Lahore,cereals and tubers,Wheat flour,12.71,0.2159,actual,Retail
15/09/2004,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",19.00,0.3227,actual,Retail
15/09/2004,PUNJAB,Multan,cereals and tubers,Wheat flour,12.50,0.2123,actual,Retail
15/09/2004,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",20.77,0.3528,actual,Retail
15/09/2004,SINDH,Karachi,cereals and tubers,Wheat flour,14.92,0.2535,actual,Retail
15/10/2004,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",23.00,0.3858,actual,Retail
15/10/2004,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,13.88,0.2327,actual,Retail
15/10/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",17.17,0.2879,actual,Retail
15/10/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,13.87,0.2327,actual,Retail
15/10/2004,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",21.00,0.3522,actual,Retail
15/10/2004,PUNJAB,Lahore,cereals and tubers,Wheat flour,12.57,0.2109,actual,Retail
15/10/2004,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",19.00,0.3187,actual,Retail
15/10/2004,PUNJAB,Multan,cereals and tubers,Wheat flour,12.88,0.216,actual,Retail
15/10/2004,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",20.77,0.3484,actual,Retail
15/10/2004,SINDH,Karachi,cereals and tubers,Wheat flour,14.37,0.241,actual,Retail
15/11/2004,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,14.19,0.2383,actual,Retail
15/11/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",17.63,0.2961,actual,Retail
15/11/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,14.29,0.24,actual,Retail
15/11/2004,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",21.00,0.3527,actual,Retail
15/11/2004,PUNJAB,Lahore,cereals and tubers,Wheat flour,12.93,0.2171,actual,Retail
15/11/2004,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",19.00,0.3191,actual,Retail
15/11/2004,PUNJAB,Multan,cereals and tubers,Wheat flour,13.88,0.233,actual,Retail
15/11/2004,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",20.77,0.3488,actual,Retail
15/11/2004,SINDH,Karachi,cereals and tubers,Wheat flour,15.50,0.2604,actual,Retail
15/12/2004,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",23.00,0.3855,actual,Retail
15/12/2004,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,14.75,0.2472,actual,Retail
15/12/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",17.67,0.2961,actual,Retail
15/12/2004,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,14.00,0.2346,actual,Retail
15/12/2004,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.65,0.3293,actual,Retail
15/12/2004,PUNJAB,Lahore,cereals and tubers,Wheat flour,13.03,0.2183,actual,Retail
15/12/2004,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",19.00,0.3184,actual,Retail
15/12/2004,PUNJAB,Multan,cereals and tubers,Wheat flour,13.44,0.2252,actual,Retail
15/12/2004,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",20.77,0.3481,actual,Retail
15/12/2004,SINDH,Karachi,cereals and tubers,Wheat flour,15.12,0.2535,actual,Retail
15/01/2005,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",23.00,0.389,actual,Retail
15/01/2005,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,14.38,0.2431,actual,Retail
15/01/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",18.84,0.3186,actual,Retail
15/01/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,14.00,0.2368,actual,Retail
15/01/2005,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.73,0.3336,actual,Retail
15/01/2005,PUNJAB,Lahore,cereals and tubers,Wheat flour,12.81,0.2167,actual,Retail
15/01/2005,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",19.00,0.3214,actual,Retail
15/01/2005,PUNJAB,Multan,cereals and tubers,Wheat flour,13.19,0.223,actual,Retail
15/01/2005,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",20.77,0.3513,actual,Retail
15/01/2005,SINDH,Karachi,cereals and tubers,Wheat flour,14.63,0.2474,actual,Retail
15/02/2005,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",23.00,0.3873,actual,Retail
15/02/2005,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,14.25,0.24,actual,Retail
15/02/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",20.00,0.3368,actual,Retail
15/02/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,14.00,0.2358,actual,Retail
15/02/2005,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.65,0.3309,actual,Retail
15/02/2005,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",20.00,0.3368,actual,Retail
15/02/2005,PUNJAB,Multan,cereals and tubers,Wheat flour,13.50,0.2273,actual,Retail
15/02/2005,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",20.77,0.3498,actual,Retail
15/02/2005,SINDH,Karachi,cereals and tubers,Wheat flour,14.62,0.2463,actual,Retail
15/03/2005,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",23.00,0.3877,actual,Retail
15/03/2005,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,14.50,0.2444,actual,Retail
15/03/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",20.00,0.3371,actual,Retail
15/03/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,14.00,0.236,actual,Retail
15/03/2005,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.65,0.3312,actual,Retail
15/03/2005,PUNJAB,Lahore,cereals and tubers,Wheat flour,13.75,0.2318,actual,Retail
15/03/2005,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",20.00,0.3371,actual,Retail
15/03/2005,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",23.00,0.3877,actual,Retail
15/03/2005,SINDH,Karachi,cereals and tubers,Wheat flour,14.08,0.2373,actual,Retail
15/04/2005,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",23.00,0.3875,actual,Retail
15/04/2005,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,14.25,0.2401,actual,Retail
15/04/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",20.00,0.3369,actual,Retail
15/04/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,14.16,0.2385,actual,Retail
15/04/2005,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.65,0.331,actual,Retail
15/04/2005,PUNJAB,Lahore,cereals and tubers,Wheat flour,13.75,0.2316,actual,Retail
15/04/2005,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",20.00,0.3369,actual,Retail
15/04/2005,PUNJAB,Multan,cereals and tubers,Wheat flour,13.00,0.219,actual,Retail
15/04/2005,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",23.00,0.3875,actual,Retail
15/04/2005,SINDH,Karachi,cereals and tubers,Wheat flour,13.69,0.2306,actual,Retail
15/05/2005,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",23.00,0.3876,actual,Retail
15/05/2005,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,13.00,0.2191,actual,Retail
15/05/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",20.00,0.3371,actual,Retail
15/05/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,13.50,0.2275,actual,Retail
15/05/2005,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.65,0.3312,actual,Retail
15/05/2005,PUNJAB,Lahore,cereals and tubers,Wheat flour,12.83,0.2162,actual,Retail
15/05/2005,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",20.00,0.3371,actual,Retail
15/05/2005,PUNJAB,Multan,cereals and tubers,Wheat flour,12.75,0.2149,actual,Retail
15/05/2005,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",23.00,0.3876,actual,Retail
15/05/2005,SINDH,Karachi,cereals and tubers,Wheat flour,13.50,0.2275,actual,Retail
15/06/2005,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",21.75,0.3652,actual,Retail
15/06/2005,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,12.66,0.2126,actual,Retail
15/06/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",19.75,0.3317,actual,Retail
15/06/2005,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.43,0.3263,actual,Retail
15/06/2005,PUNJAB,Lahore,cereals and tubers,Wheat flour,12.46,0.2092,actual,Retail
15/06/2005,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",20.25,0.3401,actual,Retail
15/06/2005,PUNJAB,Multan,cereals and tubers,Wheat flour,13.00,0.2183,actual,Retail
15/06/2005,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",22.25,0.3736,actual,Retail
15/06/2005,SINDH,Karachi,cereals and tubers,Wheat flour,14.00,0.2351,actual,Retail
15/07/2005,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",22.06,0.3702,actual,Retail
15/07/2005,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,12.66,0.2125,actual,Retail
15/07/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",19.44,0.3262,actual,Retail
15/07/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,15.01,0.2519,actual,Retail
15/07/2005,PUNJAB,Lahore,cereals and tubers,Wheat flour,12.96,0.2175,actual,Retail
15/07/2005,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",19.88,0.3335,actual,Retail
15/07/2005,PUNJAB,Multan,cereals and tubers,Wheat flour,12.87,0.216,actual,Retail
15/07/2005,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",21.84,0.3666,actual,Retail
15/07/2005,SINDH,Karachi,cereals and tubers,Wheat flour,14.00,0.2349,actual,Retail
15/08/2005,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",22.38,0.3755,actual,Retail
15/08/2005,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,12.50,0.2097,actual,Retail
15/08/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",19.75,0.3314,actual,Retail
15/08/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,12.38,0.2076,actual,Retail
15/08/2005,PUNJAB,Lahore,cereals and tubers,Wheat flour,12.40,0.2081,actual,Retail
15/08/2005,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",21.00,0.3523,actual,Retail
15/08/2005,PUNJAB,Multan,cereals and tubers,Wheat flour,12.70,0.2131,actual,Retail
15/08/2005,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",21.67,0.3636,actual,Retail
15/09/2005,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",22.38,0.3739,actual,Retail
15/09/2005,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,12.62,0.2109,actual,Retail
15/09/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",19.75,0.33,actual,Retail
15/09/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,12.47,0.2083,actual,Retail
15/09/2005,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.43,0.3246,actual,Retail
15/09/2005,PUNJAB,Lahore,cereals and tubers,Wheat flour,12.40,0.2072,actual,Retail
15/09/2005,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",21.00,0.3509,actual,Retail
15/09/2005,PUNJAB,Multan,cereals and tubers,Wheat flour,12.50,0.2089,actual,Retail
15/09/2005,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",21.67,0.3621,actual,Retail
15/10/2005,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",21.75,0.3642,actual,Retail
15/10/2005,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,12.81,0.2146,actual,Retail
15/10/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",19.50,0.3265,actual,Retail
15/10/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,12.28,0.2056,actual,Retail
15/10/2005,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.18,0.3212,actual,Retail
15/10/2005,PUNJAB,Lahore,cereals and tubers,Wheat flour,12.38,0.2072,actual,Retail
15/10/2005,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",19.25,0.3223,actual,Retail
15/10/2005,PUNJAB,Multan,cereals and tubers,Wheat flour,12.23,0.2048,actual,Retail
15/10/2005,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",18.50,0.3098,actual,Retail
15/10/2005,SINDH,Karachi,cereals and tubers,Wheat flour,13.50,0.2261,actual,Retail
15/11/2005,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",21.75,0.3645,actual,Retail
15/11/2005,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,12.88,0.2158,actual,Retail
15/11/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",19.75,0.331,actual,Retail
15/11/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,12.81,0.2147,actual,Retail
15/11/2005,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.68,0.3298,actual,Retail
15/11/2005,PUNJAB,Lahore,cereals and tubers,Wheat flour,13.09,0.2194,actual,Retail
15/11/2005,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",19.25,0.3226,actual,Retail
15/11/2005,PUNJAB,Multan,cereals and tubers,Wheat flour,12.63,0.2117,actual,Retail
15/11/2005,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",20.60,0.3452,actual,Retail
15/11/2005,SINDH,Karachi,cereals and tubers,Wheat flour,13.44,0.2253,actual,Retail
15/12/2005,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",21.75,0.3636,actual,Retail
15/12/2005,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,12.88,0.2152,actual,Retail
15/12/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",19.75,0.3302,actual,Retail
15/12/2005,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,12.81,0.2142,actual,Retail
15/12/2005,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.68,0.329,actual,Retail
15/12/2005,PUNJAB,Lahore,cereals and tubers,Wheat flour,12.85,0.2148,actual,Retail
15/12/2005,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",20.50,0.3427,actual,Retail
15/12/2005,PUNJAB,Multan,cereals and tubers,Wheat flour,13.00,0.2173,actual,Retail
15/12/2005,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",20.71,0.3462,actual,Retail
15/12/2005,SINDH,Karachi,cereals and tubers,Wheat flour,13.43,0.2246,actual,Retail
15/01/2006,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,12.81,0.2142,actual,Retail
15/01/2006,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",19.75,0.3301,actual,Retail
15/01/2006,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat,12.50,0.2089,actual,Retail
15/01/2006,PUNJAB,Lahore,cereals and tubers,Rice (coarse),18.50,0.3092,actual,Retail
15/01/2006,PUNJAB,Lahore,cereals and tubers,Wheat,12.50,0.2089,actual,Retail
15/01/2006,PUNJAB,Lahore,cereals and tubers,Wheat flour,13.16,0.2199,actual,Retail
15/01/2006,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",20.50,0.3426,actual,Retail
15/01/2006,PUNJAB,Multan,cereals and tubers,Rice (coarse),15.50,0.259,actual,Retail
15/01/2006,PUNJAB,Multan,cereals and tubers,Wheat,11.30,0.1889,actual,Retail
15/01/2006,PUNJAB,Multan,cereals and tubers,Wheat flour,12.63,0.2111,actual,Retail
15/01/2006,SINDH,Karachi,cereals and tubers,"Rice (basmati, broken)",20.63,0.3448,actual,Retail
15/01/2006,SINDH,Karachi,cereals and tubers,Rice (coarse),15.50,0.259,actual,Retail
15/01/2006,SINDH,Karachi,cereals and tubers,Wheat,12.00,0.2005,actual,Retail
15/01/2006,SINDH,Karachi,cereals and tubers,Wheat flour,13.76,0.2299,actual,Retail
15/02/2006,BALOCHISTAN,Quetta,cereals and tubers,"Rice (basmati, broken)",21.75,0.3633,actual,Retail
15/02/2006,BALOCHISTAN,Quetta,cereals and tubers,Wheat flour,12.97,0.2167,actual,Retail
15/02/2006,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,"Rice (basmati, broken)",19.75,0.3299,actual,Retail
15/02/2006,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat,13.00,0.2172,actual,Retail
15/02/2006,KHYBER PAKHTUNKHWA,Peshawar,cereals and tubers,Wheat flour,13.62,0.2275,actual,Retail
15/02/2006,PUNJAB,Lahore,cereals and tubers,"Rice (basmati, broken)",19.68,0.3288,actual,Retail
15/02/2006,PUNJAB,Lahore,cereals and tubers,Rice (coarse),18.50,0.3091,actual,Retail
15/02/2006,PUNJAB,Lahore,cereals and tubers,Wheat,12.50,0.2088,actual,Retail
15/02/2006,PUNJAB,Lahore,cereals and tubers,Wheat flour,13.15,0.2197,actual,Retail
15/02/2006,PUNJAB,Multan,cereals and tubers,"Rice (basmati, broken)",20.50,0.3425,actual,Retail
15/02/2006,PUNJAB,Multan,cereals and tubers,Rice (coarse),15.50,0.2589,actual,Retail
15/02/2006,PUNJAB,Multan,cereals and tubers,Wheat flour,12.63,0.211,actual,Retail
